Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,Childs Hill,2019-02-07,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Childs Hill,2019-02-07,Other Child 5+,Stronger more resilient communities,10
Barnet,Childs Hill,2019-02-07,Reading Group Adult,Stronger more resilient communities,4
Barnet,Childs Hill,2019-02-12,IT,Stronger more resilient communities,10
Barnet,Childs Hill,2019-02-13,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,Childs Hill,2019-02-13,Lego,Stronger more resilient communities,19
Barnet,Childs Hill,2019-02-13,Toddler Read and Rhyme,Stronger more resilient communities,25
Barnet,Childs Hill,2019-02-14,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Childs Hill,2019-02-14,Reading Group Adult,Stronger more resilient communities,5
Barnet,Childs Hill,2019-02-19,IT,Stronger more resilient communities,11
Barnet,Childs Hill,2019-02-19,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,3
Barnet,Childs Hill,2019-02-20,Other Child 5+,Stronger more resilient communities,43
Barnet,Childs Hill,2019-02-21,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Childs Hill,2019-02-21,Reading Group Adult,Stronger more resilient communities,6
Barnet,Childs Hill,2019-02-26,IT,Stronger more resilient communities,10
Barnet,Childs Hill,2019-02-27,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,Childs Hill,2019-02-27,Lego,Stronger more resilient communities,6
Barnet,Childs Hill,2019-02-27,Toddler Read and Rhyme,Stronger more resilient communities,29
Barnet,Childs Hill,2019-02-28,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Childs Hill,2019-02-28,Reading Group Adult,Stronger more resilient communities,2
Barnet,Childs Hill,2019-03-05,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,Childs Hill,2019-03-05,IT,Stronger more resilient communities,11
Barnet,Childs Hill,2019-03-05,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,6
Barnet,Childs Hill,2019-03-06,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,Childs Hill,2019-03-06,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Childs Hill,2019-03-06,Lego,Stronger more resilient communities,19
Barnet,Childs Hill,2019-03-06,Toddler Read and Rhyme,Stronger more resilient communities,23
Barnet,Childs Hill,2019-03-07,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Childs Hill,2019-03-07,Reading Group Adult,Stronger more resilient communities,6
Barnet,Childs Hill,2019-03-10,Other Child 5+,Stronger more resilient communities,18
Barnet,Childs Hill,2019-03-12,IT,Stronger more resilient communities,8
Barnet,Childs Hill,2019-03-13,Baby Rhyme Time,Stronger more resilient communities,0
Barnet,Childs Hill,2019-03-13,Lego,Stronger more resilient communities,24
Barnet,Childs Hill,2019-03-13,Toddler Read and Rhyme,Stronger more resilient communities,18
Barnet,Childs Hill,2019-03-14,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Childs Hill,2019-03-14,Reading Group Adult,Stronger more resilient communities,5
Barnet,Childs Hill,2019-03-19,IT,Stronger more resilient communities,10
Barnet,Childs Hill,2019-03-20,Baby Rhyme Time,Stronger more resilient communities,2
Barnet,Childs Hill,2019-03-20,Lego,Stronger more resilient communities,12
Barnet,Childs Hill,2019-03-20,Toddler Read and Rhyme,Stronger more resilient communities,20
Barnet,Childs Hill,2019-03-21,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Childs Hill,2019-03-21,Reading Group Adult,Stronger more resilient communities,5
Barnet,Childs Hill,2019-03-26,IT,Stronger more resilient communities,8
Barnet,Childs Hill,2019-03-27,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,Childs Hill,2019-03-27,Lego,Stronger more resilient communities,21
Barnet,Childs Hill,2019-03-27,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Childs Hill,2019-03-28,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Childs Hill,2019-03-28,Reading Group Adult,Stronger more resilient communities,4
Barnet,Childs Hill,2019-04-02,IT,Stronger more resilient communities,6
Barnet,Childs Hill,2019-04-02,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,2
Barnet,Childs Hill,2019-04-02,Other Child 5+,Stronger more resilient communities,18
Barnet,Childs Hill,2019-04-03,Baby Rhyme Time,Stronger more resilient communities,2
Barnet,Childs Hill,2019-04-03,Lego,Stronger more resilient communities,20
Barnet,Childs Hill,2019-04-03,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Childs Hill,2019-04-04,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Childs Hill,2019-04-04,Reading Group Adult,Stronger more resilient communities,4
Barnet,Childs Hill,2019-04-09,IT,Stronger more resilient communities,5
Barnet,Childs Hill,2019-04-09,Other Child 5+,Stronger more resilient communities,8
Barnet,Childs Hill,2019-04-10,Other Child 5+,Stronger more resilient communities,59
Barnet,Childs Hill,2019-04-11,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Childs Hill,2019-04-11,Reading Group Adult,Stronger more resilient communities,4
Barnet,Childs Hill,2019-04-16,IT,Stronger more resilient communities,5
Barnet,Childs Hill,2019-04-16,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,4
Barnet,Childs Hill,2019-04-16,Other Child 5+,Stronger more resilient communities,8
Barnet,Childs Hill,2019-04-18,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Childs Hill,2019-04-18,Reading Group Adult,Stronger more resilient communities,5
Barnet,Childs Hill,2019-04-23,IT,Stronger more resilient communities,2
Barnet,Childs Hill,2019-04-24,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,Childs Hill,2019-04-24,Lego,Stronger more resilient communities,18
Barnet,Childs Hill,2019-04-24,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,Childs Hill,2019-04-25,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Childs Hill,2019-04-25,Reading Group Adult,Stronger more resilient communities,3
Barnet,Childs Hill,2019-04-30,IT,Stronger more resilient communities,6
Barnet,Childs Hill,2019-04-30,Other Child 5+,Stronger more resilient communities,20
Barnet,Childs Hill,2019-05-01,Baby Rhyme Time,Stronger more resilient communities,2
Barnet,Childs Hill,2019-05-01,Lego,Stronger more resilient communities,20
Barnet,Childs Hill,2019-05-01,Other Child 5+,Stronger more resilient communities,19
Barnet,Childs Hill,2019-05-01,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Childs Hill,2019-05-02,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Childs Hill,2019-05-02,Reading Group Adult,Stronger more resilient communities,4
Barnet,Childs Hill,2019-05-07,IT,Stronger more resilient communities,10
Barnet,Childs Hill,2019-05-07,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,2
Barnet,Childs Hill,2019-05-07,Other Child 5+,Stronger more resilient communities,16
Barnet,Childs Hill,2019-05-08,Baby Rhyme Time,Stronger more resilient communities,3
Barnet,Childs Hill,2019-05-08,Lego,Stronger more resilient communities,11
Barnet,Childs Hill,2019-05-08,Toddler Read and Rhyme,Stronger more resilient communities,10
